Shipment,Gift Message(s),Item Contains,Products,Channel,Status,Priority,Picklist,Invoice No.,On Hold,State,Fulfillment TAT,Regulatory Forms,Batch #,Shipping,Payment Method,Created,Action,Dispatch Group,Pack Group,Multi-part shipment state,Quantity,Display Order #,Shipment,ContainsGiftWrap,ChannelCode,ChannelID,Item Type SKUs,Item Type Ids,Seller SKUs,Item Id Details,Seller SKU Details,Shipping Provider,Shipping Provider Code,Shipping Courier,AWB,Dispatch Time,Shipping Arranged By,Product Management Switched Odd,Label Format,Item Details List,Item Detailing Pending,Putaway Pending,Weight,Weight,Length,Width,Height,Package Type,Number Of Boxes,Single Action Invoice Label New,OrderItemIds,Shipping Package Type Scannable Source
6788548362548,1,false,MH-005,SHOPIFY,CREATED,0,,,No,Madhya Pradesh,2026-05-29 01:21:20,,,,PREPAID,2026-05-27 01:21:20,,,,NA,3,#62562,SP26-2759231,0,SHOPIFY,9592,"MH-005,MN_,sucker_6","5606408,5471555,6410063","MH-005,sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5606408~MH-005~Moan - Solotime - Water-Based Lubricant - 100 ml^6410063~sucker_6~Sucker 6',"MH-005~Moan - Solo Time^sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16761688621364,16761688588596-1,16761688588596-0",NOT_APPLICABLE
6788518543668,1,false,MN-003,SHOPIFY,CREATED,0,,,No,Maharashtra,2026-05-29 01:21:22,,,,PREPAID,2026-05-27 01:21:22,,,,NA,3,#62559,SP26-2759232,0,SHOPIFY,9592,"MN-003,MN_,Sucker","5606413,5471555,6284831","MN-003,sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml^6284831~Sucker~Sucker,MN-003~Moan - Chocolate^sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16761615057204,16761615024436-1,16761615024436-0",NOT_APPLICABLE
6788567761204,1,false,MH-005,SHOPIFY,CREATED,0,,,No,Odisha,2026-05-29 01:21:22,,,,COD,2026-05-27 01:21:22,,,,NA,3,#62563,SP26-2759233,0,SHOPIFY,9592,"MH-005,MN_,sucker_6","5606408,5471555,6410063","MH-005,sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5606408~MH-005~Moan - Solotime - Water-Based Lubricant - 100 ml^6410063~sucker_6~Sucker 6',"MH-005~Moan - Solo Time^sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16761730302260,16761730269492-1,16761730269492-0",NOT_APPLICABLE
6788531192116,0,false,MN_,SHOPIFY,CREATED,0,,,No,Gujarat,2026-05-29 01:21:22,,,,PREPAID,2026-05-27 01:21:22,,,,NA,2,#62561,SP26-2759234,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761650839860-1,16761650839860-0",NOT_APPLICABLE
6788503208244,0,false,MN_,SHOPIFY,CREATED,0,,,No,Uttar Pradesh,2026-05-29 01:21:22,,,,PREPAID,2026-05-27 01:21:22,,,,NA,2,#62558,SP26-2759235,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761567871284-1,16761567871284-0",NOT_APPLICABLE
6788518609204,0,false,MN_,SHOPIFY,DISPATCHED,0,,INV26-2748282,No,Odisha,2026-05-29 01:21:22,,,Velocity Shipping40598111665860,PREPAID,2026-05-27 01:21:22,,QDB01543,PG01538,NA,2,#62560,SP26-2759236,0,SHOPIFY,9592,"MN_,PuC","5471555,5521454","PUC_WITH_MOAN_100ml,PUC_WITH_MOAN_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5521454~PuC~PuC,PUC_WITH_MOAN_100ml~PuC,Velocity Shipping,VELOCITY_SHIPPING,Delhivery Standard,40598111665860,2026-05-28 14:22:36,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761615155508-1,16761615155508-0",NOT_APPLICABLE
6788589191476,0,false,MN-003,SHOPIFY,DISPATCHED,0,,INV26-2748276,No,Chhattisgarh,2026-05-29 01:51:22,,,PURPLE_DRONE153179460004314,PREPAID,2026-05-27 01:51:22,,QDB01543,PG01538,NA,2,#62564,SP26-2759237,0,SHOPIFY,9592,"MN-003,MN-003","5606413,5606413","MN-003,MN-003",5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml,MN-003~Moan - Chocolate,PURPLE_DRONE,PURPLE_DRONE,Xpressbees,153179460004314,2026-05-28 14:22:45,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761782567220-0,16761782567220-1",NOT_APPLICABLE
6788607836468,0,false,MN_,SHOPIFY,CREATED,0,,,No,Delhi,2026-05-29 02:01:23,,,,COD,2026-05-27 02:01:23,,,,NA,2,#62565,SP26-2759238,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761829687604-1,16761829687604-0",NOT_APPLICABLE
6788622221620,0,false,BL_,SHOPIFY,DISPATCHED,0,,INV26-2748280,No,Uttarakhand,2026-05-29 02:23:35,,,PURPLE_DRONE153179460004309,PREPAID,2026-05-27 02:23:35,,QDB01543,PG01538,NA,2,#62566,SP26-2759239,0,SHOPIFY,9592,"BL_,MN_","5471560,5471555","BL-MN,BL-MN",5471555~MN_~Moan Water-Based Lube - Default Title^5471560~BL_~BLO Men Massager - Default Title,BL-MN~BLO Men Massager - Blo+Moan,PURPLE_DRONE,PURPLE_DRONE,Xpressbees,153179460004309,2026-05-28 14:22:46,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761867206964-0,16761867206964-1",NOT_APPLICABLE
6788639621428,0,false,MN_,SHOPIFY,CREATED,0,,,No,Maharashtra,2026-05-29 02:41:19,,,,PREPAID,2026-05-27 02:41:19,,,,NA,2,#62567,SP26-2759240,0,SHOPIFY,9592,"MN_,sucker_6","5471555,6410063","sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^6410063~sucker_6~Sucker 6',"sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16761913934132-1,16761913934132-0",NOT_APPLICABLE
6788674289972,1,false,MN-003,SHOPIFY,CREATED,0,,,No,Karnataka,2026-05-29 03:11:25,,,,PREPAID,2026-05-27 03:11:25,,,,NA,3,#62568,SP26-2759241,0,SHOPIFY,9592,"MN-003,MN_,sucker_6","5606413,5471555,6410063","MN-003,sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml^6410063~sucker_6~Sucker 6',"MN-003~Moan - Chocolate^sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16762002735412,16762002768180-1,16762002768180-0",NOT_APPLICABLE
6788765843764,0,false,MN_,SHOPIFY,DISPATCHED,0,,INV26-2748272,No,Gujarat,2026-05-29 05:01:13,,,PURPLE_DRONE37379910897702,COD,2026-05-27 05:01:13,,QDB01543,PG01538,NA,2,#62569,SP26-2759242,0,SHOPIFY,9592,"MN_,PuC","5471555,5521454","PUC_WITH_MOAN_100ml,PUC_WITH_MOAN_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5521454~PuC~PuC,PUC_WITH_MOAN_100ml~PuC,PURPLE_DRONE,PURPLE_DRONE,DELHIVERY,37379910897702,2026-05-28 14:22:44,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16762264682804-1,16762264682804-0",NOT_APPLICABLE
6788811686196,0,false,MN_,SHOPIFY,CREATED,0,,,No,Uttar Pradesh,2026-05-29 06:01:37,,,,COD,2026-05-27 06:01:37,,,,NA,2,#62570,SP26-2759243,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16762377208116-1,16762377208116-0",NOT_APPLICABLE
6788823482676,1,false,MN-003,SHOPIFY,CREATED,0,,,No,Jharkhand,2026-05-29 06:11:15,,,,PREPAID,2026-05-27 06:11:15,,,,NA,3,#62571,SP26-2759244,0,SHOPIFY,9592,"MN-003,MN_,sucker_6","5606413,5471555,6410063","MN-003,sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml^6410063~sucker_6~Sucker 6',"MN-003~Moan - Chocolate^sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16762405060916,16762405028148-1,16762405028148-0",NOT_APPLICABLE
6788861624628,0,false,MN_,SHOPIFY,CREATED,0,,,No,Haryana,2026-05-29 07:11:27,,,,COD,2026-05-27 07:11:27,,,,NA,2,#62572,SP26-2759245,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16762487865652-1,16762487865652-0",NOT_APPLICABLE
6788882235700,0,false,MN_,SHOPIFY,DISPATCHED,0,,INV26-2748295,No,Himachal Pradesh,2026-05-29 07:31:49,,,PURPLE_DRONE37379910897816,COD,2026-05-27 07:31:49,,QDB01543,PG01538,NA,2,#62573,SP26-2759246,0,SHOPIFY,9592,"MN_,PuC","5471555,5521454","PUC_WITH_MOAN_100ml,PUC_WITH_MOAN_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5521454~PuC~PuC,PUC_WITH_MOAN_100ml~PuC,PURPLE_DRONE,PURPLE_DRONE,DELHIVERY,37379910897816,2026-05-28 14:22:44,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16762529284404-1,16762529284404-0",NOT_APPLICABLE
6788919296308,0,false,MN_,SHOPIFY,CREATED,0,,,No,Tamil Nadu,2026-05-29 08:21:24,,,,PREPAID,2026-05-27 08:21:24,,,,NA,2,#62574,SP26-2759247,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16762595606836-1,16762595606836-0",NOT_APPLICABLE
6788972118324,0,false,MN_,SHOPIFY,CREATED,0,,,No,Maharashtra,2026-05-29 08:51:11,,,,PREPAID,2026-05-27 08:51:11,,,,NA,2,#62575,SP26-2759248,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16762740146484-1,16762740146484-0",NOT_APPLICABLE
6789157617972,1,false,MN-003,SHOPIFY,DISPATCHED,0,,INV26-2748302,No,Kerala,2026-05-29 09:30:47,,,PURPLE_DRONE153179460004313,PREPAID,2026-05-27 09:30:47,,QDB01543,PG01538,NA,3,#62576,SP26-2759249,0,SHOPIFY,9592,"MN-003,MN_,PuC","5606413,5471555,5521454","MN-003,PUC_WITH_MOAN_100ml,PUC_WITH_MOAN_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5521454~PuC~PuC^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml,MN-003~Moan - Chocolate^PUC_WITH_MOAN_100ml~PuC,PURPLE_DRONE,PURPLE_DRONE,Xpressbees,153179460004313,2026-05-28 14:22:46,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16763429912884,16763429880116-1,16763429880116-0",NOT_APPLICABLE
6789161255220,1,false,MH-002,SHOPIFY,CREATED,0,,,No,Kerala,2026-05-29 09:30:48,,,,PREPAID,2026-05-27 09:30:48,,,,NA,3,#62577,SP26-2759250,0,SHOPIFY,9592,"MH-002,MN_,sucker_6","5606411,5471555,6410063","MH-002,sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5606411~MH-002~Moan ChargeUP^6410063~sucker_6~Sucker 6',"MH-002~Moan - Charge-UP^sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16763437220148,16763437187380-1,16763437187380-0",NOT_APPLICABLE
6789364744500,0,false,MCS1,SHOPIFY,DISPATCHED,0,,INV26-2748270,No,Gujarat,2026-05-29 10:10:54,,,PURPLE_DRONE153179460004322,PREPAID,2026-05-27 10:10:54,,QDB01543,PG01538,NA,2,#62578,SP26-2759251,0,SHOPIFY,9592,"MCS1,MCS2","5471566,5471568","MCS1,MCS2",5471566~MCS1~Massage Candle - 70ML / YLANG YLANG^5471568~MCS2~Massage Candle - 70ML / OUD AND ROSE,MCS1~Massage Candle - 70ML / YLANG YLANG^MCS2~Massage Candle - 70ML / OUD AND ROSE,PURPLE_DRONE,PURPLE_DRONE,Xpressbees,153179460004322,2026-05-28 14:22:46,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16764168634676,16764168601908",NOT_APPLICABLE
6789394989364,0,false,MN_,SHOPIFY,CREATED,0,,,No,Maharashtra,2026-05-29 10:10:54,,,,PREPAID,2026-05-27 10:10:54,,,,NA,2,#62579,SP26-2759252,0,SHOPIFY,9592,"MN_,sucker_6","5471555,6410063","sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^6410063~sucker_6~Sucker 6',"sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16764283322676-1,16764283322676-0",NOT_APPLICABLE
6789479891252,0,false,MN-003,SHOPIFY,DISPATCHED,0,,INV26-2748291,No,Telangana,2026-05-29 10:30:52,,,PURPLE_DRONE153179460004312,PREPAID,2026-05-27 10:30:52,,QDB01543,PG01538,NA,3,#62581,SP26-2759253,0,SHOPIFY,9592,"MN-003,MR_,Pouch_small","5606413,5471554,6293672","MR_MN_Pouch,MR_MN_Pouch,MR_MN_Pouch",5471554~MR_~G.S.T^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml^6293672~Pouch_small~Peppy Storage Pouch - Small size,MR_MN_Pouch~G.S.T - With Pouch,PURPLE_DRONE,PURPLE_DRONE,Xpressbees,153179460004312,2026-05-28 14:22:46,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16764599992628-0,16764599992628-2,16764599992628-1",NOT_APPLICABLE
6789662933300,0,false,MN_,SHOPIFY,CREATED,0,,,No,Punjab,2026-05-29 11:01:00,,,,PREPAID,2026-05-27 11:01:00,,,,NA,2,#62583,SP26-2759255,0,SHOPIFY,9592,"MN_,sucker_6","5471555,6410063","sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^6410063~sucker_6~Sucker 6',"sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16765274882356-1,16765274882356-0",NOT_APPLICABLE
6789740331316,1,false,MN-003,SHOPIFY,CREATED,0,,,No,Karnataka,2026-05-29 11:10:53,,,,PREPAID,2026-05-27 11:10:53,,,,NA,3,#62585,SP26-2759256,0,SHOPIFY,9592,"MN-003,MN_,Sucker","5606413,5471555,6284831","MN-003,sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml^6284831~Sucker~Sucker,MN-003~Moan - Chocolate^sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16765573169460,16765573136692-1,16765573136692-0",NOT_APPLICABLE
6789875728692,0,false,MN_,SHOPIFY,DISPATCHED,0,,INV26-2748314,No,Maharashtra,2026-05-29 11:31:03,,,Velocity Shipping40598111665823,PREPAID,2026-05-27 11:31:03,,QDB01543,PG01538,NA,6,#62588,SP26-2759257,0,SHOPIFY,9592,"MN_,MN_,MN_,MR_,MR_,MR_","5471555,5471555,5471555,5471554,5471554,5471554","MR-MN,MR-MN,MR-MN,MR-MN,MR-MN,MR-MN",5471554~MR_~G.S.T^5471555~MN_~Moan Water-Based Lube - Default Title,MR-MN~G.S.T - Without Pouch,Velocity Shipping,VELOCITY_SHIPPING,Delhivery Standard,40598111665823,2026-05-28 14:22:36,UNIWARE,false,PDF,,0,false,486.000,6.000,160,125,100,DEFAULT,1,OFF,"16766091460916-0-0,16766091460916-1-0,16766091460916-2-0,16766091460916-0-1,16766091460916-1-1,16766091460916-2-1",NOT_APPLICABLE
6789866160436,1,false,MN-003,SHOPIFY,CREATED,0,,,No,Maharashtra,2026-05-29 11:31:05,,,,COD,2026-05-27 11:31:05,,,,NA,3,#62587,SP26-2759258,0,SHOPIFY,9592,"MN-003,MN_,sucker_6","5606413,5471555,6410063","MN-003,sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^5606413~MN-003~Moan - Water-Based Lubricant | Chocolate | 100 ml^6410063~sucker_6~Sucker 6',"MN-003~Moan - Chocolate^sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,483.000,3.000,160,125,100,DEFAULT,1,OFF,"16766055121204,16766055088436-1,16766055088436-0",NOT_APPLICABLE
6789833982260,0,false,MN_,SHOPIFY,CREATED,0,,,No,Karnataka,2026-05-29 11:31:06,,,,COD,2026-05-27 11:31:06,,,,NA,2,#62586,SP26-2759259,0,SHOPIFY,9592,"MN_,sucker_6","5471555,6410063","sucker_6_with_moan_100ml,sucker_6_with_moan_100ml",5471555~MN_~Moan Water-Based Lube - Default Title^6410063~sucker_6~Sucker 6',"sucker_6_with_moan_100ml~Scukr 6""",,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16765932536116-1,16765932536116-0",NOT_APPLICABLE
6789914067252,0,false,MN_,SHOPIFY,CREATED,0,,,No,Karnataka,2026-05-29 11:41:11,,,,PREPAID,2026-05-27 11:41:11,,,,NA,2,#62589,SP26-2759260,0,SHOPIFY,9592,"MN_,Sucker","5471555,6284831","sucker,sucker",5471555~MN_~Moan Water-Based Lube - Default Title^6284831~Sucker~Sucker,sucker~scukr,,,,,,UNIWARE,false,PDF,,0,false,482.000,2.000,160,125,100,DEFAULT,1,OFF,"16766234788148-1,16766234788148-0",NOT_APPLICABLE
